section_key,start_date,end_date,student_count,duration_hours
KHP124-001-2025030,2025-02-24,2025-03-06,10.0,240.0
KHP127-001-2025030,2025-02-24,2025-03-05,25.0,216.0
KHP128-001-2025030,2025-02-24,2025-03-06,21.0,240.0
KHP128-003-2025030,2025-02-24,2025-03-05,25.0,216.0
KHP156-001-2025030,2025-02-24,2025-03-04,14.0,192.0
KHP319-001-2025030,2025-02-24,2025-03-05,30.0,216.0
LIN200-201-2025030,2025-02-24,2025-03-06,30.0,240.0
MD833-007-2025030,2025-02-24,2025-03-06,13.0,240.0
MD834-007-2025030,2025-02-24,2025-03-06,12.0,240.0
MD838-007-2025030,2025-02-24,2025-03-06,14.0,240.0
NUR223-001-2025030,2025-02-24,2025-03-03,30.0,168.0
NUR223-002-2025030,2025-02-24,2025-03-03,29.0,168.0
NUR223-003-2025030,2025-02-24,2025-03-05,30.0,216.0
NUR223-004-2025030,2025-02-24,2025-03-05,29.0,216.0
NUR223-005-2025030,2025-02-24,2025-03-04,30.0,192.0
NUR223-006-2025030,2025-02-24,2025-03-03,28.0,168.0
NUR224-001-2025030,2025-02-24,2025-03-04,171.0,192.0
NUR228-001-2025030,2025-02-24,2025-03-05,173.0,216.0
NUR321-201-2025030,2025-02-24,2025-03-06,42.0,240.0
NUR323-203-2025030,2025-02-24,2025-03-06,11.0,240.0
NUR323-204-2025030,2025-02-24,2025-03-06,11.0,240.0
NUR326-201-2025030,2025-02-24,2025-03-06,40.0,240.0
NUR341-201-2025030,2025-02-24,2025-03-01,31.0,120.0
NUR342-001-2025030,2025-02-24,2025-03-02,141.0,144.0
NUR345-001-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR345-002-2025030,2025-02-24,2025-03-05,10.0,216.0
NUR345-003-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR345-004-2025030,2025-02-24,2025-03-05,10.0,216.0
NUR345-005-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR345-006-2025030,2025-02-24,2025-03-05,10.0,216.0
NUR345-007-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR345-008-2025030,2025-02-24,2025-03-05,10.0,216.0
NUR345-009-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR345-010-2025030,2025-02-24,2025-03-05,10.0,216.0
NUR345-011-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR345-013-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR345-014-2025030,2025-02-24,2025-03-04,10.0,192.0
NUR365-201-2025030,2025-02-24,2025-03-06,37.0,240.0
NUR374-201-2025030,2025-02-24,2025-03-01,30.0,120.0
NUR382-002-2025030,2025-02-24,2025-03-03,29.0,168.0
NUR397-001-2025030,2025-02-24,2025-03-06,23.0,240.0
NUR433-001-2025030,2025-02-24,2025-03-03,119.0,168.0
NUR434-014-2025030,2025-02-24,2025-03-05,10.0,216.0
NUR461-201-2025030,2025-02-24,2025-03-01,24.0,120.0
NUR461-202-2025030,2025-02-24,2025-03-01,24.0,120.0
NUR461-203-2025030,2025-02-24,2025-03-01,23.0,120.0
NUR518-001-2025030,2025-02-24,2025-03-05,24.0,216.0
NUR518-201-2025030,2025-02-24,2025-03-01,25.0,120.0
PA625-201-2025030,2025-02-24,2025-03-06,31.0,240.0
PA697-201-2025030,2025-02-24,2025-03-06,11.0,240.0
PHI120-201-2025030,2025-02-24,2025-03-06,43.0,240.0
PHI334-201-2025030,2025-02-24,2025-03-06,39.0,240.0
PT836-001-2025030,2025-02-24,2025-03-03,48.0,168.0
PT836-501-2025030,2025-02-24,2025-03-03,13.0,168.0
PT850-001-2025030,2025-02-24,2025-03-06,42.0,240.0
PT850-501-2025030,2025-02-24,2025-03-06,14.0,240.0
PT860-201-2025030,2025-02-24,2025-03-04,42.0,192.0
PT860-501-2025030,2025-02-24,2025-03-04,14.0,192.0
PT888-201-2025030,2025-02-24,2025-03-03,42.0,168.0
PT888-501-2025030,2025-02-24,2025-03-03,14.0,168.0
SOC101-201-2025030,2025-02-24,2025-03-06,90.0,240.0
SOC352-201-2025030,2025-02-24,2025-03-06,50.0,240.0
SPA101-201-2025030,2025-02-24,2025-03-06,23.0,240.0
SPA101-202-2025030,2025-02-24,2025-03-06,21.0,240.0
SPA101-203-2025030,2025-02-24,2025-03-06,22.0,240.0
WRD702-201-2025030,2025-02-24,2025-03-06,20.0,240.0
AEC301-001-2025030,2025-03-03,2025-03-13,15.0,240.0
ASC389-001-2025030,2025-03-03,2025-03-12,17.0,216.0
DHN241-001-2025030,2025-03-03,2025-03-11,35.0,192.0
FOR255-001-2025030,2025-03-03,2025-03-11,26.0,192.0
JOU455-201-2025030,2025-03-03,2025-03-08,46.0,120.0
LA398-001-2025030,2025-03-03,2025-03-10,18.0,168.0
PPS991-070-2025030,2025-03-03,2025-03-13,14.0,240.0
PPS992-070-2025030,2025-03-03,2025-03-13,10.0,240.0
PPS993-070-2025030,2025-03-03,2025-03-13,11.0,240.0
PPS994-070-2025030,2025-03-03,2025-03-13,14.0,240.0
PPS995-070-2025030,2025-03-03,2025-03-13,15.0,240.0
MD831-005-2025030,2025-03-10,2025-03-20,20.0,240.0
MD832-005-2025030,2025-03-10,2025-03-20,20.0,240.0
SW620-202-2025030,2025-03-10,2025-03-19,29.0,216.0
SW625-202-2025030,2025-03-10,2025-03-18,14.0,192.0
SW625-203-2025030,2025-03-10,2025-03-18,15.0,192.0
SW630-202-2025030,2025-03-10,2025-03-19,29.0,216.0
SW650-203-2025030,2025-03-10,2025-03-18,14.0,192.0
SW650-204-2025030,2025-03-10,2025-03-18,15.0,192.0
CLM402-001-2025030,2025-03-17,2025-03-27,31.0,240.0
CLM403-001-2025030,2025-03-17,2025-03-27,31.0,240.0
CSE572-201-2025030,2025-03-17,2025-03-27,19.0,240.0
MD815-031-2025030,2025-03-17,2025-03-27,34.0,240.0
MD817-001-2025030,2025-03-17,2025-03-27,142.0,240.0
MD817-021-2025030,2025-03-17,2025-03-27,29.0,240.0
MD817-031-2025030,2025-03-17,2025-03-27,34.0,240.0
MD830-005-2025030,2025-03-17,2025-03-27,17.0,240.0
NUR427-201-2025030,2025-03-17,2025-03-27,27.0,240.0
PAS665-203-2025030,2025-03-17,2025-03-27,14.0,240.0
PAS665-208-2025030,2025-03-17,2025-03-27,12.0,240.0
UK101-001-2025030,2025-03-17,2025-04-05,15.0,456.0
UK101-002-2025030,2025-03-17,2025-04-05,11.0,456.0
UK101-003-2025030,2025-03-17,2025-04-05,14.0,456.0
A&S140-001-2025030,2025-03-24,2025-04-06,30.0,312.0
A&S140-002-2025030,2025-03-24,2025-04-06,28.0,312.0
CSD675-001-2025030,2025-03-24,2025-03-30,36.0,144.0
CSD720-001-2025030,2025-03-24,2025-03-30,36.0,144.0
CSD788-003-2025030,2025-03-24,2025-03-30,10.0,144.0
CSD788-004-2025030,2025-03-24,2025-03-30,12.0,144.0
MD833-008-2025030,2025-03-24,2025-04-03,14.0,240.0
MD834-008-2025030,2025-03-24,2025-04-03,13.0,240.0
MD835-005-2025030,2025-03-24,2025-04-03,23.0,240.0
MD837-005-2025030,2025-03-24,2025-03-29,22.0,120.0
MD838-008-2025030,2025-03-24,2025-04-03,12.0,240.0
PT628-201-2025030,2025-03-24,2025-03-30,49.0,144.0
PT628-501-2025030,2025-03-24,2025-03-30,12.0,144.0
PT650-201-2025030,2025-03-24,2025-04-06,49.0,312.0
PT650-501-2025030,2025-03-24,2025-04-06,12.0,312.0
PT654-201-2025030,2025-03-24,2025-04-06,49.0,312.0
PT654-501-2025030,2025-03-24,2025-04-06,12.0,312.0
PT686-001-2025030,2025-03-24,2025-03-30,13.0,144.0
PT686-003-2025030,2025-03-24,2025-04-02,11.0,216.0
PT847-201-2025030,2025-03-24,2025-04-06,49.0,312.0
PT847-501-2025030,2025-03-24,2025-04-06,12.0,312.0
SW745-202-2025030,2025-03-24,2025-04-06,13.0,312.0
SW745-203-2025030,2025-03-24,2025-04-06,14.0,312.0
DHN342-001-2025030,2025-03-31,2025-04-13,12.0,312.0
MNG303-001-2025030,2025-03-31,2025-04-13,16.0,312.0
MNG303-002-2025030,2025-03-31,2025-04-13,16.0,312.0
MNG303-003-2025030,2025-03-31,2025-04-13,15.0,312.0
MNG303-004-2025030,2025-03-31,2025-04-13,16.0,312.0
EDC637-001-2025030,2025-04-07,2025-04-16,13.0,216.0
EDC746-204-2025030,2025-04-07,2025-04-20,11.0,312.0
NUR436-001-2025030,2025-04-07,2025-04-20,121.0,312.0
AAD542-201-2025030,2025-04-14,2025-04-27,13.0,312.0
AAD625-201-2025030,2025-04-14,2025-04-27,15.0,312.0
AAD630-201-2025030,2025-04-14,2025-04-27,10.0,312.0
AAD670-201-2025030,2025-04-14,2025-04-27,10.0,312.0
AAD750-201-2025030,2025-04-14,2025-04-27,16.0,312.0
HON393-001-2025030,2025-04-14,2025-04-27,13.0,312.0
HON393-002-2025030,2025-04-14,2025-04-27,16.0,312.0
HON393-003-2025030,2025-04-14,2025-04-27,18.0,312.0
JAM201-003-2025030,2025-04-14,2025-04-23,15.0,216.0
JAM202-002-2025030,2025-04-14,2025-04-23,19.0,216.0
JAM202-003-2025030,2025-04-14,2025-04-23,21.0,216.0
JAM203-003-2025030,2025-04-14,2025-04-23,14.0,216.0
JAM203-004-2025030,2025-04-14,2025-04-23,15.0,216.0
MD813-001-2025030,2025-04-14,2025-04-24,142.0,240.0
MD813-021-2025030,2025-04-14,2025-04-24,29.0,240.0
MD813-031-2025030,2025-04-14,2025-04-24,34.0,240.0
PAS665-209-2025030,2025-04-14,2025-04-24,12.0,240.0
A&S160-001-2025030,2025-04-21,2025-05-04,23.0,312.0
A&S300-203-2025030,2025-04-21,2025-05-04,27.0,312.0
A-E120-001-2025030,2025-04-21,2025-05-04,19.0,312.0
A-E120-002-2025030,2025-04-21,2025-05-04,19.0,312.0
A-E120-003-2025030,2025-04-21,2025-05-04,18.0,312.0
A-E120-004-2025030,2025-04-21,2025-05-04,19.0,312.0
A-E120-005-2025030,2025-04-21,2025-05-04,14.0,312.0
A-E200-001-2025030,2025-04-21,2025-05-04,19.0,312.0
A-E200-002-2025030,2025-04-21,2025-05-04,19.0,312.0
A-E200-003-2025030,2025-04-21,2025-05-04,18.0,312.0
A-E200-004-2025030,2025-04-21,2025-05-04,21.0,312.0
A-E300-001-2025030,2025-04-21,2025-05-04,23.0,312.0
A-H101-001-2025030,2025-04-21,2025-05-04,27.0,312.0
A-H101-002-2025030,2025-04-21,2025-05-04,32.0,312.0
A-H101-003-2025030,2025-04-21,2025-05-04,30.0,312.0
A-H105-001-2025030,2025-04-21,2025-05-04,28.0,312.0
A-H106-001-2025030,2025-04-21,2025-05-04,25.0,312.0
A-H106-002-2025030,2025-04-21,2025-05-04,30.0,312.0
A-H106-003-2025030,2025-04-21,2025-05-04,28.0,312.0
A-H300-001-2025030,2025-04-21,2025-05-04,16.0,312.0
A-H301-001-2025030,2025-04-21,2025-05-04,24.0,312.0
A-H342-001-2025030,2025-04-21,2025-05-04,27.0,312.0
A-H360-001-2025030,2025-04-21,2025-05-04,35.0,312.0
A-S001-001-2025030,2025-04-21,2025-05-04,120.0,312.0
A-S102-001-2025030,2025-04-21,2025-05-04,18.0,312.0
A-S102-002-2025030,2025-04-21,2025-05-04,11.0,312.0
A-S102-003-2025030,2025-04-21,2025-05-04,17.0,312.0
A-S102-004-2025030,2025-04-21,2025-05-04,16.0,312.0
A-S102-005-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S102-006-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S103-001-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S103-002-2025030,2025-04-21,2025-05-04,17.0,312.0
A-S103-003-2025030,2025-04-21,2025-05-04,14.0,312.0
A-S130-001-2025030,2025-04-21,2025-05-04,14.0,312.0
A-S130-002-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S130-003-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S130-004-2025030,2025-04-21,2025-05-04,17.0,312.0
A-S130-005-2025030,2025-04-21,2025-05-04,12.0,312.0
A-S130-006-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S200-001-2025030,2025-04-21,2025-05-04,14.0,312.0
A-S200-002-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S200-003-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S200-004-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S200-005-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S200-401-2025030,2025-04-21,2025-05-04,14.0,312.0
A-S280-201-2025030,2025-04-21,2025-05-04,71.0,312.0
A-S280-202-2025030,2025-04-21,2025-05-04,73.0,312.0
A-S280-203-2025030,2025-04-21,2025-05-04,74.0,312.0
A-S280-204-2025030,2025-04-21,2025-05-04,72.0,312.0
A-S280-205-2025030,2025-04-21,2025-05-04,72.0,312.0
A-S280-206-2025030,2025-04-21,2025-05-04,73.0,312.0
A-S280-207-2025030,2025-04-21,2025-05-04,71.0,312.0
A-S280-208-2025030,2025-04-21,2025-05-04,71.0,312.0
A-S280-209-2025030,2025-04-21,2025-05-04,74.0,312.0
A-S285-001-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S285-002-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S285-003-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S300-001-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S300-002-2025030,2025-04-21,2025-05-04,16.0,312.0
A-S300-003-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S305-001-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S310-001-2025030,2025-04-21,2025-05-04,16.0,312.0
A-S321-001-2025030,2025-04-21,2025-05-04,10.0,312.0
A-S330-001-2025030,2025-04-21,2025-05-04,10.0,312.0
A-S331-001-2025030,2025-04-21,2025-05-04,17.0,312.0
A-S335-001-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S335-002-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S340-001-2025030,2025-04-21,2025-05-04,17.0,312.0
A-S340-002-2025030,2025-04-21,2025-05-04,17.0,312.0
A-S340-401-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S341-001-2025030,2025-04-21,2025-05-04,16.0,312.0
A-S341-002-2025030,2025-04-21,2025-05-04,16.0,312.0
A-S342-001-2025030,2025-04-21,2025-05-04,12.0,312.0
A-S343-001-2025030,2025-04-21,2025-05-04,14.0,312.0
A-S343-002-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S348-001-2025030,2025-04-21,2025-05-04,16.0,312.0
A-S350-001-2025030,2025-04-21,2025-05-04,14.0,312.0
A-S352-001-2025030,2025-04-21,2025-05-04,12.0,312.0
A-S355-001-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S361-001-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S364-001-2025030,2025-04-21,2025-05-04,12.0,312.0
A-S370-001-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S370-002-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S371-001-2025030,2025-04-21,2025-05-04,11.0,312.0
A-S380-001-2025030,2025-04-21,2025-05-04,17.0,312.0
A-S380-002-2025030,2025-04-21,2025-05-04,11.0,312.0
A-S385-001-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S386-001-2025030,2025-04-21,2025-05-04,11.0,312.0
A-S390-001-2025030,2025-04-21,2025-05-04,14.0,312.0
A-S446-001-2025030,2025-04-21,2025-05-04,13.0,312.0
A-S490-001-2025030,2025-04-21,2025-05-04,19.0,312.0
A-S541-001-2025030,2025-04-21,2025-05-04,11.0,312.0
A-S547-001-2025030,2025-04-21,2025-05-04,15.0,312.0
A-S547-002-2025030,2025-04-21,2025-05-04,10.0,312.0
A-S561-001-2025030,2025-04-21,2025-05-04,10.0,312.0
A-S580-001-2025030,2025-04-21,2025-05-04,16.0,312.0
AAD150-001-2025030,2025-04-21,2025-05-04,14.0,312.0
AAD180-001-2025030,2025-04-21,2025-05-04,15.0,312.0
AAD203-001-2025030,2025-04-21,2025-05-04,20.0,312.0
AAD303-001-2025030,2025-04-21,2025-05-04,13.0,312.0
AAD310-001-2025030,2025-04-21,2025-05-04,19.0,312.0
AAD370-001-2025030,2025-04-21,2025-05-04,16.0,312.0
AAD380-001-2025030,2025-04-21,2025-05-04,19.0,312.0
AAD403-001-2025030,2025-04-21,2025-05-04,14.0,312.0
AAD420-001-2025030,2025-04-21,2025-05-04,14.0,312.0
AAD450-001-2025030,2025-04-21,2025-05-04,14.0,312.0
AAS100-002-2025030,2025-04-21,2025-05-04,10.0,312.0
AAS200-001-2025030,2025-04-21,2025-05-04,28.0,312.0
AAS235-001-2025030,2025-04-21,2025-05-04,10.0,312.0
AAS264-201-2025030,2025-04-21,2025-05-04,10.0,312.0
AAS301-001-2025030,2025-04-21,2025-05-04,10.0,312.0
ABT120-001-2025030,2025-04-21,2025-05-04,22.0,312.0
ABT120-002-2025030,2025-04-21,2025-05-04,12.0,312.0
ABT201-001-2025030,2025-04-21,2025-05-04,16.0,312.0
ABT360-001-2025030,2025-04-21,2025-05-04,29.0,312.0
ABT394-001-2025030,2025-04-21,2025-05-04,24.0,312.0
ABT395-001-2025030,2025-04-21,2025-05-04,16.0,312.0
ABT396-001-2025030,2025-04-21,2025-05-04,14.0,312.0
ABT460-001-2025030,2025-04-21,2025-05-04,27.0,312.0
ABT461G-001-2025030,2025-04-21,2025-05-04,28.0,312.0
ABT495-001-2025030,2025-04-21,2025-05-04,14.0,312.0
ACC200-001-2025030,2025-04-21,2025-05-04,56.0,312.0
ACC200-002-2025030,2025-04-21,2025-05-04,55.0,312.0
ACC200-003-2025030,2025-04-21,2025-05-04,65.0,312.0
ACC200-004-2025030,2025-04-21,2025-05-04,62.0,312.0
ACC200-201-2025030,2025-04-21,2025-05-04,240.0,312.0
ACC200-202-2025030,2025-04-21,2025-05-04,65.0,312.0
ACC200-203-2025030,2025-04-21,2025-05-04,68.0,312.0
ACC200-401-2025030,2025-04-21,2025-05-04,206.0,312.0
ACC201-001-2025030,2025-04-21,2025-05-04,163.0,312.0
ACC201-003-2025030,2025-04-21,2025-05-04,59.0,312.0
ACC201-004-2025030,2025-04-21,2025-05-04,58.0,312.0
ACC201-005-2025030,2025-04-21,2025-05-04,56.0,312.0
ACC201-007-2025030,2025-04-21,2025-05-04,233.0,312.0
ACC201-201-2025030,2025-04-21,2025-05-04,254.0,312.0
ACC221-201-2025030,2025-04-21,2025-05-04,79.0,312.0
ACC301-001-2025030,2025-04-21,2025-05-04,33.0,312.0
ACC301-002-2025030,2025-04-21,2025-05-04,38.0,312.0
ACC301-003-2025030,2025-04-21,2025-05-04,41.0,312.0
ACC301-005-2025030,2025-04-21,2025-05-04,40.0,312.0
ACC301-006-2025030,2025-04-21,2025-05-04,38.0,312.0
ACC301-201-2025030,2025-04-21,2025-05-04,67.0,312.0
ACC302-001-2025030,2025-04-21,2025-05-04,52.0,312.0
ACC302-002-2025030,2025-04-21,2025-05-04,62.0,312.0
ACC302-003-2025030,2025-04-21,2025-05-04,28.0,312.0
ACC302-005-2025030,2025-04-21,2025-05-04,46.0,312.0
ACC302-201-2025030,2025-04-21,2025-05-04,101.0,312.0
ACC356-201-2025030,2025-04-21,2025-05-04,60.0,312.0
ACC360-201-2025030,2025-04-21,2025-05-04,30.0,312.0
ACC399-001-2025030,2025-04-21,2025-05-04,14.0,312.0
ACC403-001-2025030,2025-04-21,2025-05-04,37.0,312.0
ACC403-002-2025030,2025-04-21,2025-05-04,44.0,312.0
ACC403-201-2025030,2025-04-21,2025-05-04,42.0,312.0
ACC407-001-2025030,2025-04-21,2025-05-04,38.0,312.0
ACC407-002-2025030,2025-04-21,2025-05-04,63.0,312.0
ACC410-001-2025030,2025-04-21,2025-05-04,13.0,312.0
ACC418-001-2025030,2025-04-21,2025-05-04,53.0,312.0
ACC418-201-2025030,2025-04-21,2025-05-04,79.0,312.0
ACC424-001-2025030,2025-04-21,2025-05-04,38.0,312.0
ACC424-002-2025030,2025-04-21,2025-05-04,40.0,312.0
ACC424-201-2025030,2025-04-21,2025-05-04,48.0,312.0
ACC457-201-2025030,2025-04-21,2025-05-04,64.0,312.0
ACC475-001-2025030,2025-04-21,2025-05-04,31.0,312.0
ACC475-002-2025030,2025-04-21,2025-05-04,33.0,312.0
ACC475-003-2025030,2025-04-21,2025-05-04,36.0,312.0
ACC475-004-2025030,2025-04-21,2025-05-04,30.0,312.0
ACC516-001-2025030,2025-04-21,2025-04-28,36.0,168.0
ACC590-002-2025030,2025-04-21,2025-05-04,12.0,312.0
ACC590-003-2025030,2025-04-21,2025-05-04,28.0,312.0
ACC617-001-2025030,2025-04-21,2025-05-04,17.0,312.0
ACC659-201-2025030,2025-04-21,2025-05-04,22.0,312.0
AEC300-002-2025030,2025-04-21,2025-05-04,12.0,312.0
AEC300-003-2025030,2025-04-21,2025-05-04,22.0,312.0
AEC302-001-2025030,2025-04-21,2025-05-04,22.0,312.0
AEC302-002-2025030,2025-04-21,2025-05-04,11.0,312.0
